simTime,id,x,laneNum,v,direction
0.0,1,3401.1,3,11.0,1
1.0,1,3412.93,3,12.37,1
1.0,2,3400.9,3,9.0,1
2.0,1,3426.1,3,13.71,1
2.0,2,3410.76,2,10.43,1
2.0,3,3400.8,3,8.0,1
3.0,1,3440.59,3,14.99,1
3.0,2,3422.04,2,11.85,1
3.0,3,3409.66,3,9.43,1
3.0,4,2.5,3,25.0,1
4.0,1,3456.32,3,16.22,1
4.0,2,3434.74,2,13.26,1
4.0,3,3419.6,1,10.44,1
4.0,4,27.93,3,25.71,1
4.0,5,2.3,2,23.0,1
5.0,1,3473.23,3,17.37,1
5.0,2,3448.84,2,14.66,1
5.0,3,3430.89,1,11.86,1
5.0,4,54.02,3,26.34,1
5.0,5,25.53,2,23.38,1
5.0,6,2.7,1,27.0,1
6.0,1,3491.24,3,18.43,1
6.0,2,3464.32,2,16.03,1
6.0,3,3443.6,1,13.27,1
6.0,4,80.7,3,26.89,1
6.0,5,49.1,2,23.69,1
6.0,6,29.98,1,27.46,1
6.0,7,2.3,2,23.0,1
7.0,1,3510.27,3,19.4,1
7.0,2,3481.16,2,17.38,1
7.0,3,3457.71,1,14.67,1
7.0,8,3401.1,3,11.0,1
7.0,4,107.88,3,27.37,1
7.0,5,72.94,2,23.94,1
7.0,6,57.69,1,27.86,1
7.0,7,25.7,2,23.63,1
8.0,1,3530.2,3,20.28,1
8.0,2,3499.33,2,18.69,1
8.0,3,3473.21,1,16.04,1
8.0,8,3412.95,3,12.42,1
8.0,4,135.5,3,27.78,1
8.0,5,97.01,2,24.15,1
8.0,6,85.76,1,28.21,1
8.0,7,49.63,2,24.11,1
8.0,9,2.8,2,28.0,1
9.0,1,3550.95,3,21.05,1
9.0,2,3518.78,2,19.96,1
9.0,3,3490.06,1,17.39,1
9.0,8,3426.21,3,13.82,1
9.0,4,163.49,3,28.13,1
9.0,5,121.27,2,24.32,1
9.0,6,114.15,1,28.5,1
9.0,7,73.98,2,24.5,1
9.0,9,29.88,2,26.59,1
9.0,10,2.3,2,23.0,1
10.0,1,3572.41,3,21.72,1
10.0,2,3539.48,2,21.19,1
10.0,3,3508.24,1,18.7,1
10.0,8,3440.87,3,15.21,1
10.0,11,3400.8,3,8.0,1
10.0,4,191.81,3,28.44,1
10.0,5,145.67,2,24.46,1
10.0,6,142.8,1,28.74,1
10.0,7,98.67,2,24.8,1
10.0,9,55.97,2,25.83,1
10.0,10,25.61,2,23.48,1
11.0,1,3594.48,3,22.3,1
11.0,2,3561.38,2,22.36,1
11.0,3,3527.71,1,19.97,1
11.0,8,3456.9,3,16.57,1
11.0,11,3409.65,3,9.42,1
11.0,4,220.4,3,28.69,1
11.0,6,171.67,1,28.95,1
11.0,5,170.2,2,24.57,1
11.0,7,123.62,2,25.03,1
11.0,9,81.54,2,25.43,1
11.0,10,49.24,2,23.72,1
11.0,12,2.5,2,25.0,1
12.0,1,3617.08,3,22.79,1
12.0,2,3584.4,2,23.46,1
12.0,3,3548.42,1,21.2,1
12.0,8,3474.27,3,17.91,1
12.0,11,3419.91,3,10.83,1
12.0,4,249.23,3,28.91,1
12.0,6,200.73,1,29.13,1
12.0,5,194.82,2,24.65,1
12.0,7,148.75,2,25.19,1
12.0,9,106.83,2,25.21,1
12.0,10,73.05,2,23.85,1
12.0,12,27.49,2,24.98,1
12.0,13,2.3,3,23.0,1
13.0,1,3640.12,3,23.2,1
13.0,2,3608.5,2,24.5,1
13.0,3,3570.32,1,22.37,1
13.0,8,3492.96,3,19.2,1
13.0,11,3431.58,3,12.23,1
13.0,4,278.25,3,29.09,1
13.0,6,229.95,1,29.28,1
13.0,5,219.52,2,24.72,1
13.0,7,174.0,2,25.3,1
13.0,9,131.98,2,25.11,1
13.0,10,96.97,2,23.95,1
13.0,12,52.46,2,24.96,1
13.0,13,25.74,3,23.81,1
13.0,14,2.2,2,22.0,1
14.0,1,3663.53,3,23.54,1
14.0,2,3633.59,2,25.47,1
14.0,3,3593.36,1,23.47,1
14.0,8,3512.92,3,20.46,1
14.0,11,3444.65,3,13.61,1
14.0,4,307.43,3,29.24,1
14.0,6,259.3,1,29.4,1
14.0,5,244.28,2,24.78,1
14.0,7,199.34,2,25.36,1
14.0,9,157.06,2,25.08,1
14.0,10,120.97,2,24.05,1
14.0,12,77.39,2,24.92,1
14.0,13,50.06,3,24.64,1
14.0,14,24.8,2,22.97,1
14.0,15,2.8,1,28.0,1
15.0,1,3687.25,3,23.82,1
15.0,2,3659.61,2,26.37,1
15.0,3,3617.46,1,24.51,1
15.0,8,3534.11,3,21.66,1
15.0,11,3459.08,3,14.98,1
15.0,16,3400.8,3,8.0,1
15.0,4,336.75,3,29.37,1
15.0,6,288.77,1,29.5,1
15.0,5,269.09,2,24.83,1
15.0,7,224.72,2,25.39,1
15.0,9,182.14,2,25.07,1
15.0,10,145.07,2,24.14,1
15.0,12,102.29,2,24.88,1
15.0,13,75.15,3,25.38,1
15.0,14,48.28,2,23.81,1
15.0,15,30.34,1,27.27,1
16.0,17,11000.8,3,8.0,1
16.0,1,3711.21,3,24.06,1
16.0,2,3686.47,2,27.19,1
16.0,3,3642.56,1,25.48,1
16.0,8,3556.46,3,22.81,1
16.0,11,3474.85,3,16.31,1
16.0,16,3409.65,3,9.42,1
16.0,4,366.18,3,29.47,1
16.0,6,318.32,1,29.59,1
16.0,5,293.93,2,24.86,1
16.0,7,250.12,2,25.4,1
16.0,9,207.21,2,25.08,1
16.0,10,169.27,2,24.23,1
16.0,12,127.15,2,24.85,1
16.0,13,100.94,3,26.05,1
16.0,14,72.51,2,24.49,1
16.0,15,57.28,1,26.74,1
17.0,17,11009.66,3,9.43,1
17.0,1,3735.39,3,24.24,1
17.0,2,3714.11,2,27.93,1
17.0,3,3668.58,1,26.38,1
17.0,8,3579.9,3,23.86,1
17.0,11,3491.94,3,17.6,1
17.0,16,3419.93,3,10.84,1
17.0,4,395.71,3,29.56,1
17.0,6,347.95,1,29.66,1
17.0,5,318.81,2,24.89,1
17.0,7,275.52,2,25.4,1
17.0,9,232.3,2,25.1,1
17.0,10,193.55,2,24.32,1
17.0,12,151.99,2,24.83,1
17.0,13,127.34,3,26.63,1
17.0,14,97.33,2,25.02,1
17.0,15,83.78,1,26.34,1
17.0,18,2.8,2,28.0,1
18.0,17,11019.94,3,10.85,1
18.0,1,3759.72,3,24.39,1
18.0,2,3742.45,2,28.6,1
18.0,3,3695.46,1,27.19,1
18.0,8,3604.35,3,24.82,1
18.0,11,3510.29,3,18.84,1
18.0,16,3431.61,3,12.24,1
18.0,19,3400.9,3,9.0,1
18.0,4,425.32,3,29.63,1
18.0,6,377.65,1,29.72,1
18.0,5,343.72,2,24.91,1
18.0,7,300.91,2,25.38,1
18.0,9,257.41,2,25.12,1
18.0,10,217.93,2,24.41,1
18.0,12,176.8,2,24.81,1
18.0,13,154.28,3,27.14,1
18.0,14,122.61,2,25.42,1
18.0,15,109.93,1,26.04,1
18.0,18,30.96,2,28.26,1
19.0,17,11031.64,3,12.26,1
19.0,1,3784.19,3,24.52,1
19.0,2,3771.41,2,29.19,1
19.0,3,3723.1,1,27.94,1
19.0,8,3629.7,3,25.7,1
19.0,11,3529.84,3,20.03,1
19.0,16,3444.69,3,13.63,1
19.0,19,3410.73,2,10.39,1
19.0,4,454.99,3,29.7,1
19.0,6,407.4,1,29.77,1
19.0,5,368.64,2,24.93,1
19.0,7,326.27,2,25.35,1
19.0,9,282.54,2,25.13,1
19.0,10,242.4,2,24.5,1
19.0,12,201.61,2,24.81,1
19.0,13,181.69,3,27.58,1
19.0,14,148.21,2,25.7,1
19.0,15,135.83,1,25.81,1
19.0,18,59.36,2,28.48,1
19.0,20,2.9,2,29.0,1
20.0,17,11044.74,3,13.65,1
20.0,1,3808.77,3,24.61,1
20.0,2,3800.92,2,29.72,1
20.0,3,3751.44,1,28.6,1
20.0,8,3655.88,3,26.49,1
20.0,11,3550.55,3,21.15,1
20.0,16,3459.14,3,14.99,1
20.0,19,3421.95,2,11.77,1
20.0,21,3400.9,3,9.0,1
20.0,4,484.71,3,29.75,1
20.0,6,437.19,1,29.81,1
20.0,5,393.58,2,24.94,1
20.0,7,351.61,2,25.32,1
20.0,9,307.68,2,25.14,1
20.0,10,266.95,2,24.58,1
20.0,12,226.43,2,24.82,1
20.0,13,209.5,3,27.95,1
20.0,14,174.03,2,25.88,1
20.0,15,161.53,1,25.64,1
20.0,18,87.94,2,28.64,1
20.0,20,31.64,2,28.6,1
21.0,17,11059.21,3,15.02,1
21.0,1,3833.43,3,24.69,1
21.0,2,3830.93,2,30.19,1
21.0,3,3780.41,1,29.2,1
21.0,8,3682.8,3,27.18,1
21.0,11,3572.33,3,22.2,1
21.0,16,3474.94,3,16.33,1
21.0,19,3434.53,2,13.12,1
21.0,21,3410.75,3,10.42,1
21.0,22,3400.8,4,8.0,1
21.0,4,514.49,3,29.79,1
21.0,6,467.02,1,29.84,1
21.0,5,418.53,2,24.95,1
21.0,7,376.91,2,25.29,1
21.0,9,332.83,2,25.15,1
21.0,10,291.57,2,24.65,1
21.0,12,251.25,2,24.83,1
21.0,13,237.65,3,28.27,1
21.0,14,199.98,2,25.98,1
21.0,15,187.08,1,25.5,1
21.0,18,116.64,2,28.75,1
21.0,20,60.09,2,28.36,1
22.0,17,11075.03,3,16.35,1
22.0,2,3861.37,2,30.59,1
22.0,1,3858.16,3,24.76,1
22.0,3,3809.93,1,29.73,1
22.0,8,3710.35,3,27.79,1
22.0,11,3595.12,3,23.16,1
22.0,16,3492.04,3,17.62,1
22.0,19,3448.45,2,14.43,1
22.0,21,3422.02,3,11.83,1
22.0,22,3409.65,2,9.42,1
22.0,4,544.29,3,29.82,1
22.0,6,496.87,1,29.87,1
22.0,5,443.49,2,24.96,1
22.0,7,402.19,2,25.26,1
22.0,9,357.98,2,25.15,1
22.0,10,316.26,2,24.72,1
22.0,12,276.09,2,24.85,1
22.0,13,266.09,3,28.55,1
22.0,14,225.99,2,26.02,1
22.0,15,212.52,1,25.39,1
22.0,18,145.43,2,28.8,1
22.0,20,88.35,2,28.21,1
22.0,23,2.6,1,26.0,1
23.0,17,11092.16,3,17.64,1
23.0,2,3892.17,2,30.95,1
23.0,1,3882.95,3,24.81,1
23.0,3,3839.94,1,30.19,1
23.0,8,3738.46,3,28.3,1
23.0,11,3618.82,3,24.05,1
23.0,16,3510.41,3,18.86,1
23.0,19,3463.64,2,15.69,1
23.0,21,3434.68,3,13.22,1
23.0,22,3419.45,2,10.27,1
23.0,4,574.13,3,29.85,1
23.0,6,526.76,1,29.89,1
23.0,5,468.46,2,24.97,1
23.0,7,427.43,2,25.23,1
23.0,9,383.13,2,25.15,1
23.0,10,341.01,2,24.77,1
23.0,12,300.95,2,24.87,1
23.0,13,294.78,3,28.78,1
23.0,14,252.0,2,26.01,1
23.0,15,237.85,1,25.31,1
23.0,18,174.24,2,28.81,1
23.0,20,116.5,2,28.11,1
23.0,23,29.09,1,26.81,1
23.0,24,2.4,3,24.0,1
24.0,17,11110.56,3,18.89,1
24.0,25,11000.8,3,8.0,1
24.0,2,3923.31,2,31.25,1
24.0,1,3907.78,3,24.85,1
24.0,3,3870.38,1,30.6,1
24.0,8,3767.03,3,28.73,1
24.0,11,3643.35,3,24.85,1
24.0,16,3529.99,3,20.05,1
24.0,19,3480.04,2,16.87,1
24.0,21,3448.72,3,14.59,1
24.0,22,3430.55,2,11.65,1
24.0,4,604.0,3,29.87,1
24.0,6,556.66,1,29.91,1
24.0,5,493.43,2,24.97,1
24.0,7,452.64,2,25.2,1
24.0,9,408.27,2,25.14,1
24.0,10,365.81,2,24.82,1
24.0,12,325.84,1,24.89,1
24.0,13,323.67,3,28.97,1
24.0,14,277.99,2,25.97,1
24.0,15,263.12,1,25.24,1
24.0,18,203.03,2,28.77,1
24.0,20,144.57,2,28.06,1
24.0,23,56.34,1,27.53,1
24.0,24,26.89,3,24.81,1
25.0,17,11130.16,3,20.07,1
25.0,25,11009.66,3,9.43,1
25.0,2,3954.72,2,31.52,1
25.0,1,3932.65,3,24.88,1
25.0,3,3901.19,1,30.95,1
25.0,8,3795.98,3,29.08,1
25.0,11,3668.64,3,25.56,1
25.0,16,3550.71,3,21.16,1
25.0,19,3497.58,2,17.97,1
25.0,21,3464.12,3,15.93,1
25.0,22,3443.01,2,12.99,1
25.0,4,633.88,3,29.89,1
25.0,6,586.58,1,29.93,1
25.0,5,518.4,2,24.98,1
25.0,7,477.83,2,25.17,1
25.0,9,433.41,2,25.14,1
25.0,10,390.65,2,24.86,1
25.0,13,352.74,3,29.13,1
25.0,12,351.3,1,25.83,1
25.0,14,304.32,2,26.54,1
25.0,15,288.14,1,24.9,1
25.0,18,231.78,2,28.74,1
25.0,20,172.6,2,28.02,1
25.0,23,84.26,1,28.17,1
25.0,24,52.15,3,25.54,1
25.0,26,2.7,1,27.0,1
26.0,17,11150.91,3,21.19,1
26.0,25,11019.94,3,10.85,1
26.0,2,3986.38,2,31.74,1
26.0,1,3957.54,3,24.9,1
26.0,3,3932.33,1,31.25,1
26.0,8,3825.23,3,29.36,1
26.0,11,3694.59,3,26.19,1
26.0,16,3572.51,3,22.21,1
26.0,19,3516.17,2,18.99,1
26.0,21,3480.83,3,17.23,1
26.0,22,3456.79,2,14.3,1
26.0,4,663.78,3,29.91,1
26.0,6,616.51,1,29.94,1
26.0,5,543.38,2,24.98,1
26.0,7,502.99,2,25.15,1
26.0,9,458.54,2,25.13,1
26.0,10,415.53,2,24.89,1
26.0,13,381.94,3,29.26,1
26.0,12,377.65,1,26.69,1
26.0,14,331.14,2,27.0,1
26.0,15,312.93,1,24.74,1
26.0,18,260.52,2,28.75,1
26.0,20,200.61,2,28.0,1
26.0,23,112.76,1,28.71,1
26.0,24,78.08,3,26.18,1
26.0,26,29.35,1,26.44,1
26.0,27,2.9,3,29.0,1
27.0,17,11172.74,3,22.24,1
27.0,25,11031.64,3,12.26,1
27.0,2,4018.24,2,31.94,1
27.0,1,3982.46,3,24.92,1
27.0,3,3963.74,1,31.52,1
27.0,8,3854.72,3,29.56,1
27.0,11,3721.12,3,26.74,1
27.0,16,3595.3,3,23.17,1
27.0,19,3535.71,2,19.9,1
27.0,21,3498.82,3,18.49,1
27.0,22,3471.84,2,15.54,1
27.0,4,693.7,3,29.92,1
27.0,6,646.46,1,29.95,1
27.0,5,568.37,2,24.98,1
27.0,7,528.12,2,25.13,1
27.0,9,483.66,2,25.12,1
27.0,10,440.44,2,24.92,1
27.0,13,411.27,3,29.37,1
27.0,12,404.82,1,27.48,1
27.0,14,358.37,2,27.36,1
27.0,15,337.64,1,24.69,1
27.0,18,289.28,2,28.78,1
27.0,20,228.6,2,27.99,1
27.0,23,141.76,1,29.18,1
27.0,24,104.61,3,26.75,1
27.0,26,55.55,1,26.07,1
27.0,27,31.85,3,28.93,1
27.0,28,3.0,2,30.0,1
28.0,17,11195.57,3,23.21,1
28.0,25,11044.74,3,13.65,1
28.0,2,4050.27,2,32.1,1
28.0,1,4007.39,3,24.94,1
28.0,3,3995.4,1,31.74,1
28.0,8,3884.37,3,29.71,1
28.0,11,3748.15,3,27.22,1
28.0,16,3619.0,3,24.05,1
28.0,19,3556.11,2,20.72,1
28.0,21,3518.04,3,19.69,1
28.0,22,3488.09,2,16.72,1
28.0,29,3400.9,3,9.0,1
28.0,4,723.63,3,29.94,1
28.0,6,676.41,1,29.96,1
28.0,5,593.35,2,24.99,1
28.0,7,553.24,2,25.11,1
28.0,9,508.77,2,25.11,1
28.0,10,465.37,2,24.94,1
28.0,13,440.7,3,29.46,1
28.0,12,432.73,1,28.18,1
28.0,14,385.88,2,27.61,1
28.0,15,362.33,1,24.7,1
28.0,18,318.09,2,28.83,1
28.0,20,256.6,2,28.0,1
28.0,23,171.19,1,29.57,1
28.0,24,131.66,3,27.24,1
28.0,26,81.45,1,25.8,1
28.0,27,60.78,3,28.92,1
28.0,28,32.15,2,28.65,1
29.0,17,11219.32,3,24.1,1
29.0,25,11059.21,3,15.02,1
29.0,2,4082.46,2,32.24,1
29.0,1,4032.34,3,24.95,1
29.0,3,4027.26,1,31.94,1
29.0,8,3914.14,3,29.8,1
29.0,11,3775.62,3,27.63,1
29.0,16,3643.53,3,24.84,1
29.0,19,3577.27,2,21.43,1
29.0,21,3538.41,3,20.82,1
29.0,22,3505.47,2,17.81,1
29.0,29,3410.75,3,10.41,1
29.0,4,753.57,3,29.94,1
29.0,6,706.38,1,29.97,1
29.0,5,618.34,2,24.99,1
29.0,7,578.34,1,25.09,1
29.0,9,533.88,2,25.1,1
29.0,10,490.32,2,24.96,1
29.0,13,470.21,3,29.54,1
29.0,12,461.29,1,28.81,1
29.0,14,413.6,2,27.77,1
29.0,15,387.05,1,24.73,1
29.0,18,346.94,2,28.87,1
29.0,20,284.61,2,28.02,1
29.0,23,200.96,1,29.9,1
29.0,24,159.17,3,27.67,1
29.0,26,107.14,1,25.61,1
29.0,27,89.71,3,28.95,1
29.0,28,60.22,2,27.72,1
29.0,30,2.7,2,27.0,1
30.0,17,11243.91,3,24.9,1
30.0,25,11075.03,3,16.35,1
30.0,2,4114.77,2,32.36,1
30.0,3,4059.3,1,32.1,1
30.0,1,4057.29,3,24.96,1
30.0,8,3943.96,3,29.84,1
30.0,11,3803.46,3,27.97,1
30.0,16,3668.79,3,25.54,1
30.0,19,3599.08,2,22.05,1
30.0,21,3559.88,3,21.88,1
30.0,22,3523.89,2,18.81,1
30.0,29,3421.98,3,11.79,1
30.0,4,783.52,3,29.95,1
30.0,6,736.35,1,29.97,1
30.0,5,643.33,2,24.99,1
30.0,7,603.9,1,25.92,1
30.0,9,559.22,2,25.54,1
30.0,10,515.3,2,25.01,1
30.0,13,499.79,3,29.6,1
30.0,12,490.29,1,29.1,1
30.0,14,441.43,2,27.86,1
30.0,15,411.8,1,24.76,1
30.0,18,375.83,2,28.9,1
30.0,20,312.65,2,28.05,1
30.0,23,231.03,1,30.17,1
30.0,24,187.06,3,28.03,1
30.0,26,132.67,1,25.47,1
30.0,27,118.7,3,29.01,1
30.0,28,87.52,2,27.06,1
30.0,30,29.75,2,27.07,1
30.0,31,2.6,2,26.0,1
31.0,17,11269.25,3,25.62,1
31.0,25,11092.16,3,17.64,1
31.0,2,4147.19,2,32.46,1
31.0,3,4091.49,1,32.24,1
31.0,1,4082.26,3,24.97,1
31.0,8,3973.8,3,29.83,1
31.0,11,3831.61,3,28.26,1
31.0,16,3694.71,3,26.16,1
31.0,19,3621.46,2,22.58,1
31.0,21,3582.36,3,22.87,1
31.0,22,3543.24,2,19.71,1
31.0,29,3434.59,3,13.14,1
31.0,32,3401.1,3,11.0,1
31.0,4,813.47,3,29.95,1
31.0,6,766.32,1,29.98,1
31.0,5,668.32,2,24.99,1
31.0,7,630.34,1,26.77,1
31.0,9,585.02,2,25.95,1
31.0,10,540.39,2,25.16,1
31.0,13,529.43,3,29.65,1
31.0,12,519.54,1,29.35,1
31.0,14,469.31,2,27.89,1
31.0,15,436.58,1,24.8,1
31.0,18,404.74,2,28.92,1
31.0,20,340.72,2,28.08,1
31.0,23,261.32,1,30.38,1
31.0,24,215.28,3,28.34,1
31.0,26,158.08,1,25.37,1
31.0,27,147.74,3,29.08,1
31.0,28,114.28,2,26.57,1
31.0,30,56.8,2,27.03,1
31.0,31,28.16,2,25.35,1
32.0,17,11295.26,3,26.26,1
32.0,25,11110.56,3,18.89,1
32.0,2,4179.71,2,32.55,1
32.0,3,4123.8,1,32.36,1
32.0,1,4107.23,3,24.98,1
32.0,8,4003.61,3,29.79,1
32.0,11,3860.02,3,28.51,1
32.0,16,3721.2,3,26.7,1
32.0,19,3644.31,2,23.03,1
32.0,21,3605.77,3,23.76,1
32.0,22,3563.44,2,20.5,1
32.0,29,3448.52,3,14.45,1
32.0,32,3412.91,2,12.36,1
32.0,4,843.43,3,29.96,1
32.0,6,796.3,1,29.98,1
32.0,5,693.32,2,24.99,1
32.0,7,657.57,1,27.53,1
32.0,9,611.17,2,26.27,1
32.0,10,565.66,2,25.34,1
32.0,13,559.11,3,29.7,1
32.0,12,549.04,1,29.6,1
32.0,14,497.19,2,27.88,1
32.0,15,461.4,1,24.83,1
32.0,18,433.66,2,28.91,1
32.0,20,368.82,2,28.11,1
32.0,23,291.8,1,30.54,1
32.0,24,243.79,3,28.61,1
32.0,26,183.4,1,25.29,1
32.0,27,176.87,3,29.16,1
32.0,28,140.62,2,26.21,1
32.0,30,83.78,2,26.94,1
32.0,31,53.35,2,25.13,1
32.0,33,2.4,3,24.0,1
33.0,17,11321.86,3,26.82,1
33.0,25,11130.16,3,20.07,1
33.0,34,11001.1,3,11.0,1
33.0,2,4212.3,2,32.62,1
33.0,3,4156.22,1,32.46,1
33.0,1,4132.21,3,24.98,1
33.0,8,4033.35,3,29.7,1
33.0,11,3888.65,3,28.71,1
33.0,16,3748.19,3,27.17,1
33.0,19,3667.57,2,23.4,1
33.0,21,3630.03,3,24.57,1
33.0,22,3584.36,2,21.19,1
33.0,29,3463.72,3,15.7,1
33.0,32,3426.11,2,13.77,1
33.0,4,873.39,3,29.96,1
33.0,6,826.28,1,29.98,1
33.0,5,718.31,2,24.99,1
33.0,7,685.52,1,28.21,1
33.0,9,637.59,2,26.51,1
33.0,10,591.11,2,25.54,1
33.0,13,588.82,3,29.73,1
33.0,12,578.78,1,29.83,1
33.0,14,525.06,2,27.86,1
33.0,15,486.25,1,24.86,1
33.0,18,462.55,2,28.89,1
33.0,20,396.95,2,28.14,1
33.0,23,322.42,1,30.66,1
33.0,24,272.53,3,28.83,1
33.0,26,208.65,1,25.23,1
33.0,27,206.08,3,29.24,1
33.0,28,166.66,2,25.93,1
33.0,30,110.64,2,26.81,1
33.0,31,78.43,2,25.06,1
33.0,33,26.52,3,24.2,1
34.0,17,11348.97,3,27.31,1
34.0,25,11150.91,3,21.19,1
34.0,34,11012.95,3,12.42,1
34.0,2,4244.95,2,32.68,1
34.0,3,4188.74,1,32.55,1
34.0,1,4157.19,3,24.98,1
34.0,8,4062.99,3,29.59,1
34.0,11,3917.46,3,28.87,1
34.0,16,3775.61,3,27.57,1
34.0,19,3691.16,2,23.71,1
34.0,21,3655.04,3,25.3,1
34.0,22,3605.92,2,21.79,1
34.0,29,3480.14,3,16.88,1
34.0,32,3440.71,2,15.15,1
34.0,4,903.36,3,29.97,1
34.0,6,856.27,1,29.99,1
34.0,5,743.3,2,24.99,1
34.0,7,714.09,1,28.81,1
34.0,9,664.21,2,26.69,1
34.0,13,618.57,3,29.76,1
34.0,10,616.77,2,25.73,1
34.0,12,608.74,1,30.05,1
34.0,14,552.91,2,27.83,1
34.0,15,511.13,1,24.89,1
34.0,18,491.42,2,28.85,1
34.0,20,425.11,2,28.16,1
34.0,23,353.13,1,30.74,1
34.0,24,301.47,3,29.01,1
34.0,27,235.37,3,29.33,1
34.0,26,233.84,1,25.18,1
34.0,28,192.46,2,25.72,1
34.0,30,137.36,2,26.66,1
34.0,31,103.48,2,25.05,1
34.0,33,50.82,3,24.36,1
34.0,35,2.8,2,28.0,1
35.0,17,11376.54,3,27.73,1
35.0,25,11172.74,3,22.24,1
35.0,34,11026.21,3,13.82,1
35.0,2,4277.66,2,32.73,1
35.0,3,4221.33,1,32.62,1
35.0,1,4182.18,3,24.99,1
35.0,8,4092.49,3,29.45,1
35.0,11,3946.41,3,29.0,1
35.0,16,3803.39,3,27.91,1
35.0,19,3715.02,2,23.96,1
35.0,21,3680.73,3,25.94,1
35.0,22,3628.01,2,22.29,1
35.0,29,3497.69,3,17.98,1
35.0,32,3456.69,2,16.52,1
35.0,4,933.33,3,29.97,1
35.0,6,886.26,1,29.99,1
35.0,5,768.29,2,24.99,1
35.0,7,743.21,1,29.32,1
35.0,9,690.97,2,26.8,1
35.0,13,648.35,3,29.78,1
35.0,10,642.6,2,25.91,1
35.0,12,638.91,1,30.25,1
35.0,14,580.71,2,27.79,1
35.0,15,536.03,1,24.91,1
35.0,18,520.23,2,28.79,1
35.0,20,453.28,2,28.18,1
35.0,23,383.9,1,30.79,1
35.0,24,330.58,3,29.17,1
35.0,27,264.75,3,29.41,1
35.0,26,258.99,1,25.14,1
35.0,28,218.08,2,25.56,1
35.0,30,163.92,2,26.5,1
35.0,31,128.54,2,25.07,1
35.0,33,75.25,3,24.49,1
35.0,35,30.17,2,27.01,1
35.0,36,2.6,3,26.0,1
